SNOW,SNWD,TMAX,TMIN,ADPT,ASLP,ASTP,AWBT,AWND,RHAV,RHMN,RHMX,WDF2,WDF5,WSF2,WSF5,Rain,year,month,day,dayofweek,month_sin,month_cos
0.0,150.0,-10.0,-116.0,-117.0,10203.0,9949.0,-78.0,31.0,67.0,48.0,84.0,300.0,290.0,89.0,134.0,0,2022,11,23,2,-0.5000000000000004,0.8660254037844384
0.0,150.0,-21.0,-132.0,-144.0,10254.0,10014.0,-89.0,16.0,60.0,35.0,81.0,300.0,300.0,54.0,76.0,0,2022,11,24,3,-0.5000000000000004,0.8660254037844384
74.0,150.0,6.0,-82.0,-50.0,10068.0,9854.0,-33.0,23.0,83.0,66.0,96.0,320.0,330.0,63.0,107.0,1,2022,11,25,4,-0.5000000000000004,0.8660254037844384
3.0,200.0,22.0,-38.0,-44.0,10051.0,9804.0,-22.0,42.0,77.0,59.0,88.0,330.0,330.0,98.0,165.0,0,2022,11,26,5,-0.5000000000000004,0.8660254037844384
0.0,200.0,56.0,-49.0,-28.0,10030.0,9804.0,-11.0,16.0,80.0,60.0,92.0,240.0,230.0,45.0,67.0,1,2022,11,27,6,-0.5000000000000004,0.8660254037844384
13.0,180.0,17.0,-49.0,-33.0,10010.0,9753.0,-11.0,54.0,79.0,66.0,92.0,320.0,310.0,103.0,170.0,1,2022,11,28,0,-0.5000000000000004,0.8660254037844384
0.0,150.0,-27.0,-127.0,-111.0,10251.0,9993.0,-78.0,21.0,73.0,57.0,88.0,310.0,310.0,63.0,89.0,0,2022,11,29,1,-0.5000000000000004,0.8660254037844384
0.0,150.0,67.0,-127.0,-56.0,10169.0,9963.0,-39.0,56.0,83.0,75.0,93.0,160.0,150.0,134.0,215.0,1,2022,11,30,2,-0.5000000000000004,0.8660254037844384
0.0,100.0,33.0,-32.0,-61.0,10064.0,9807.0,-28.0,50.0,66.0,53.0,92.0,250.0,240.0,112.0,174.0,1,2022,12,1,3,-2.4492935982947064e-16,1.0
0.0,100.0,-21.0,-77.0,-111.0,10281.0,10030.0,-61.0,34.0,60.0,49.0,71.0,160.0,250.0,72.0,107.0,0,2022,12,2,4,-2.4492935982947064e-16,1.0
0.0,80.0,83.0,-27.0,11.0,10135.0,9919.0,28.0,63.0,84.0,60.0,97.0,250.0,230.0,125.0,188.0,1,2022,12,3,5,-2.4492935982947064e-16,1.0
0.0,0.0,39.0,-77.0,-83.0,10149.0,9892.0,-39.0,38.0,62.0,45.0,76.0,300.0,260.0,81.0,139.0,0,2022,12,4,6,-2.4492935982947064e-16,1.0
0.0,0.0,39.0,-71.0,-67.0,10230.0,9980.0,-28.0,47.0,66.0,52.0,82.0,200.0,200.0,103.0,174.0,0,2022,12,5,0,-2.4492935982947064e-16,1.0
0.0,0.0,56.0,6.0,0.0,10322.0,10075.0,22.0,46.0,78.0,73.0,82.0,180.0,190.0,94.0,125.0,0,2022,12,6,1,-2.4492935982947064e-16,1.0
0.0,0.0,83.0,22.0,33.0,10244.0,10024.0,39.0,24.0,92.0,86.0,97.0,140.0,120.0,58.0,76.0,1,2022,12,7,2,-2.4492935982947064e-16,1.0
0.0,0.0,72.0,-27.0,-17.0,10190.0,9942.0,6.0,53.0,80.0,73.0,96.0,330.0,340.0,94.0,143.0,1,2022,12,8,3,-2.4492935982947064e-16,1.0
0.0,0.0,-10.0,-99.0,-122.0,10278.0,10024.0,-72.0,55.0,62.0,39.0,78.0,360.0,360.0,98.0,143.0,0,2022,12,9,4,-2.4492935982947064e-16,1.0
0.0,0.0,-55.0,-121.0,-150.0,10359.0,10108.0,-106.0,47.0,64.0,47.0,77.0,360.0,10.0,81.0,116.0,0,2022,12,10,5,-2.4492935982947064e-16,1.0
0.0,0.0,-66.0,-138.0,-150.0,10295.0,10058.0,-117.0,22.0,71.0,52.0,81.0,10.0,10.0,45.0,58.0,0,2022,12,11,6,-2.4492935982947064e-16,1.0
0.0,0.0,-55.0,-143.0,-144.0,10217.0,9976.0,-111.0,28.0,70.0,52.0,80.0,300.0,310.0,58.0,89.0,0,2022,12,12,0,-2.4492935982947064e-16,1.0
13.0,0.0,-43.0,-99.0,-117.0,10169.0,9936.0,-83.0,42.0,74.0,65.0,81.0,330.0,310.0,81.0,134.0,1,2022,12,13,1,-2.4492935982947064e-16,1.0
15.0,30.0,39.0,-99.0,-33.0,10142.0,9888.0,-11.0,85.0,76.0,68.0,82.0,360.0,360.0,143.0,219.0,1,2022,12,14,2,-2.4492935982947064e-16,1.0
0.0,0.0,33.0,-21.0,-39.0,10288.0,10041.0,-11.0,47.0,71.0,62.0,79.0,80.0,30.0,76.0,107.0,0,2022,12,15,3,-2.4492935982947064e-16,1.0
0.0,0.0,6.0,-21.0,-50.0,10213.0,9990.0,-22.0,47.0,73.0,70.0,78.0,70.0,50.0,76.0,121.0,0,2022,12,16,4,-2.4492935982947064e-16,1.0
74.0,0.0,22.0,-10.0,-33.0,10061.0,9831.0,-11.0,53.0,77.0,64.0,88.0,60.0,50.0,98.0,148.0,1,2022,12,17,5,-2.4492935982947064e-16,1.0
218.0,180.0,-5.0,-16.0,-28.0,10064.0,9824.0,-17.0,33.0,89.0,88.0,92.0,350.0,30.0,40.0,58.0,1,2022,12,18,6,-2.4492935982947064e-16,1.0
58.0,300.0,6.0,-21.0,-33.0,10102.0,9854.0,-17.0,46.0,86.0,82.0,89.0,340.0,320.0,72.0,112.0,1,2022,12,19,0,-2.4492935982947064e-16,1.0
3.0,330.0,0.0,-38.0,-44.0,10234.0,9980.0,-28.0,40.0,81.0,75.0,88.0,340.0,340.0,72.0,112.0,1,2022,12,20,1,-2.4492935982947064e-16,1.0
5.0,280.0,-21.0,-71.0,-67.0,10291.0,10047.0,-44.0,19.0,82.0,72.0,92.0,230.0,230.0,45.0,76.0,1,2022,12,21,2,-2.4492935982947064e-16,1.0
0.0,280.0,-49.0,-127.0,-117.0,10339.0,10091.0,-100.0,14.0,83.0,74.0,92.0,40.0,340.0,36.0,49.0,0,2022,12,22,3,-2.4492935982947064e-16,1.0
3.0,280.0,61.0,-116.0,-56.0,10075.0,9888.0,-28.0,89.0,78.0,60.0,89.0,90.0,80.0,170.0,277.0,1,2022,12,23,4,-2.4492935982947064e-16,1.0
13.0,150.0,44.0,-99.0,-122.0,9922.0,9672.0,-72.0,53.0,61.0,52.0,78.0,170.0,190.0,143.0,237.0,1,2022,12,24,5,-2.4492935982947064e-16,1.0
0.0,150.0,-71.0,-99.0,-144.0,10003.0,9760.0,-100.0,39.0,62.0,57.0,68.0,200.0,200.0,81.0,130.0,0,2022,12,25,6,-2.4492935982947064e-16,1.0
0.0,150.0,-55.0,-105.0,-139.0,10122.0,9865.0,-100.0,35.0,65.0,52.0,77.0,250.0,290.0,76.0,112.0,0,2022,12,26,0,-2.4492935982947064e-16,1.0
3.0,150.0,-43.0,-155.0,-128.0,10176.0,9925.0,-94.0,32.0,72.0,62.0,81.0,290.0,260.0,67.0,121.0,1,2022,12,27,1,-2.4492935982947064e-16,1.0
30.0,150.0,-55.0,-177.0,-122.0,10234.0,9986.0,-106.0,12.0,83.0,79.0,88.0,170.0,150.0,40.0,54.0,1,2022,12,28,2,-2.4492935982947064e-16,1.0
66.0,180.0,-21.0,-60.0,-61.0,10247.0,10003.0,-50.0,23.0,87.0,84.0,92.0,170.0,170.0,63.0,89.0,1,2022,12,29,3,-2.4492935982947064e-16,1.0
0.0,230.0,50.0,-21.0,0.0,10186.0,9953.0,11.0,23.0,89.0,82.0,93.0,170.0,170.0,67.0,89.0,1,2022,12,30,4,-2.4492935982947064e-16,1.0
0.0,130.0,78.0,33.0,39.0,10112.0,9885.0,50.0,16.0,91.0,83.0,97.0,150.0,190.0,36.0,54.0,1,2022,12,31,5,-2.4492935982947064e-16,1.0
0.0,80.0,39.0,-16.0,-6.0,10047.0,9810.0,11.0,39.0,87.0,72.0,97.0,360.0,350.0,94.0,134.0,1,2023,1,1,6,0.49999999999999994,0.8660254037844387
3.0,50.0,-10.0,-38.0,-56.0,10156.0,9909.0,-33.0,20.0,78.0,69.0,89.0,330.0,320.0,72.0,112.0,0,2023,1,2,0,0.49999999999999994,0.8660254037844387
0.0,50.0,17.0,-38.0,-17.0,10152.0,9919.0,-11.0,17.0,88.0,85.0,92.0,200.0,200.0,36.0,63.0,1,2023,1,3,1,0.49999999999999994,0.8660254037844387
0.0,50.0,6.0,-77.0,-67.0,10149.0,9898.0,-44.0,27.0,75.0,52.0,92.0,10.0,360.0,72.0,107.0,0,2023,1,4,2,0.49999999999999994,0.8660254037844387
15.0,50.0,-55.0,-88.0,-117.0,10230.0,9986.0,-83.0,29.0,72.0,56.0,88.0,30.0,20.0,63.0,89.0,1,2023,1,5,3,0.49999999999999994,0.8660254037844387
18.0,80.0,-27.0,-55.0,-61.0,10176.0,9936.0,-44.0,10.0,86.0,78.0,92.0,180.0,180.0,40.0,54.0,1,2023,1,6,4,0.49999999999999994,0.8660254037844387
18.0,80.0,-5.0,-99.0,-72.0,10152.0,9909.0,-50.0,38.0,80.0,64.0,89.0,330.0,310.0,89.0,139.0,1,2023,1,7,5,0.49999999999999994,0.8660254037844387
0.0,80.0,-60.0,-116.0,-144.0,10186.0,9953.0,-100.0,38.0,64.0,56.0,71.0,330.0,330.0,81.0,130.0,0,2023,1,8,6,0.49999999999999994,0.8660254037844387
33.0,80.0,-38.0,-88.0,-89.0,10102.0,9854.0,-67.0,17.0,79.0,71.0,92.0,250.0,250.0,36.0,58.0,1,2023,1,9,0,0.49999999999999994,0.8660254037844387
25.0,130.0,-49.0,-143.0,-111.0,10125.0,9865.0,-89.0,27.0,79.0,68.0,92.0,340.0,330.0,63.0,98.0,1,2023,1,10,1,0.49999999999999994,0.8660254037844387
0.0,130.0,-82.0,-210.0,-178.0,10268.0,10010.0,-150.0,13.0,74.0,56.0,87.0,300.0,310.0,40.0,58.0,0,2023,1,11,2,0.49999999999999994,0.8660254037844387
74.0,130.0,-43.0,-210.0,-161.0,10271.0,10030.0,-128.0,19.0,72.0,51.0,89.0,140.0,130.0,58.0,85.0,1,2023,1,12,3,0.49999999999999994,0.8660254037844387
267.0,430.0,0.0,-43.0,-39.0,10071.0,9848.0,-28.0,47.0,88.0,85.0,92.0,10.0,80.0,76.0,107.0,1,2023,1,13,4,0.49999999999999994,0.8660254037844387
0.0,430.0,-21.0,-105.0,-72.0,10149.0,9898.0,-56.0,53.0,83.0,78.0,89.0,20.0,10.0,81.0,121.0,0,2023,1,14,5,0.49999999999999994,0.8660254037844387
0.0,430.0,-49.0,-171.0,-139.0,10240.0,9997.0,-106.0,46.0,70.0,59.0,80.0,10.0,10.0,89.0,125.0,0,2023,1,15,6,0.49999999999999994,0.8660254037844387
51.0,430.0,-16.0,-71.0,-72.0,10119.0,9865.0,-50.0,74.0,81.0,62.0,85.0,10.0,20.0,103.0,161.0,1,2023,1,16,0,0.49999999999999994,0.8660254037844387
0.0,410.0,-16.0,-43.0,-50.0,9990.0,9756.0,-33.0,37.0,85.0,81.0,92.0,340.0,330.0,81.0,130.0,1,2023,1,17,1,0.49999999999999994,0.8660254037844387
76.0,410.0,-5.0,-27.0,-39.0,10000.0,9756.0,-22.0,31.0,86.0,79.0,92.0,310.0,320.0,67.0,112.0,1,2023,1,18,2,0.49999999999999994,0.8660254037844387
0.0,460.0,-5.0,-38.0,-67.0,10125.0,9892.0,-39.0,46.0,75.0,69.0,79.0,330.0,320.0,94.0,143.0,0,2023,1,19,3,0.49999999999999994,0.8660254037844387
0.0,410.0,-38.0,-93.0,-89.0,10108.0,9868.0,-61.0,37.0,76.0,71.0,84.0,30.0,30.0,63.0,98.0,0,2023,1,20,4,0.49999999999999994,0.8660254037844387
0.0,410.0,-55.0,-166.0,-122.0,10179.0,9939.0,-100.0,22.0,78.0,71.0,84.0,300.0,300.0,54.0,76.0,0,2023,1,21,5,0.49999999999999994,0.8660254037844387
3.0,380.0,-43.0,-177.0,-117.0,10183.0,9939.0,-100.0,17.0,81.0,75.0,91.0,180.0,180.0,54.0,76.0,1,2023,1,22,6,0.49999999999999994,0.8660254037844387
8.0,380.0,-32.0,-66.0,-78.0,10061.0,9834.0,-56.0,42.0,82.0,74.0,92.0,330.0,330.0,98.0,139.0,1,2023,1,23,0,0.49999999999999994,0.8660254037844387
3.0,380.0,0.0,-105.0,-94.0,10078.0,9837.0,-56.0,39.0,66.0,56.0,78.0,330.0,330.0,81.0,125.0,1,2023,1,24,1,0.49999999999999994,0.8660254037844387
13.0,380.0,-93.0,-171.0,-189.0,10257.0,10007.0,-139.0,22.0,57.0,38.0,81.0,300.0,300.0,63.0,94.0,1,2023,1,25,2,0.49999999999999994,0.8660254037844387
218.0,410.0,-16.0,-116.0,-89.0,9983.0,9743.0,-72.0,51.0,82.0,74.0,92.0,250.0,270.0,89.0,134.0,1,2023,1,26,3,0.49999999999999994,0.8660254037844387
0.0,530.0,-49.0,-160.0,-156.0,10139.0,9885.0,-111.0,24.0,66.0,44.0,80.0,250.0,250.0,63.0,107.0,0,2023,1,27,4,0.49999999999999994,0.8660254037844387
3.0,530.0,6.0,-149.0,-100.0,10183.0,9936.0,-72.0,39.0,73.0,61.0,83.0,250.0,250.0,98.0,170.0,1,2023,1,28,5,0.49999999999999994,0.8660254037844387
112.0,530.0,-71.0,-188.0,-156.0,10237.0,10000.0,-128.0,27.0,77.0,63.0,84.0,340.0,330.0,58.0,81.0,1,2023,1,29,6,0.49999999999999994,0.8660254037844387
25.0,640.0,-82.0,-177.0,-150.0,10210.0,9959.0,-122.0,17.0,77.0,64.0,88.0,300.0,300.0,58.0,81.0,1,2023,1,30,0,0.49999999999999994,0.8660254037844387
3.0,660.0,-71.0,-210.0,-167.0,10203.0,9953.0,-139.0,19.0,74.0,56.0,88.0,320.0,260.0,72.0,103.0,1,2023,1,31,1,0.49999999999999994,0.8660254037844387
0.0,640.0,-105.0,-299.0,-217.0,10227.0,9980.0,-183.0,13.0,70.0,56.0,91.0,180.0,180.0,36.0,58.0,0,2023,2,1,2,0.8660254037844386,0.5000000000000001
0.0,610.0,-49.0,-188.0,-150.0,10112.0,9892.0,-117.0,34.0,72.0,59.0,88.0,180.0,190.0,72.0,116.0,0,2023,2,2,3,0.8660254037844386,0.5000000000000001
8.0,580.0,-43.0,-293.0,-272.0,10030.0,9776.0,-217.0,72.0,54.0,44.0,76.0,240.0,310.0,116.0,174.0,1,2023,2,3,4,0.8660254037844386,0.5000000000000001
0.0,560.0,-188.0,-293.0,-322.0,10176.0,9902.0,-244.0,56.0,47.0,36.0,57.0,310.0,300.0,134.0,228.0,0,2023,2,4,5,0.8660254037844386,0.5000000000000001
56.0,530.0,-88.0,-232.0,-189.0,10183.0,9942.0,-150.0,32.0,67.0,52.0,84.0,160.0,170.0,58.0,85.0,1,2023,2,5,6,0.8660254037844386,0.5000000000000001
3.0,580.0,-55.0,-160.0,-133.0,10210.0,9949.0,-100.0,30.0,71.0,57.0,84.0,340.0,340.0,81.0,112.0,0,2023,2,6,0,0.8660254037844386,0.5000000000000001
0.0,560.0,-60.0,-216.0,-167.0,10254.0,10017.0,-128.0,27.0,66.0,51.0,83.0,150.0,130.0,98.0,148.0,1,2023,2,7,1,0.8660254037844386,0.5000000000000001
3.0,530.0,28.0,-93.0,-100.0,10132.0,9885.0,-56.0,39.0,64.0,44.0,85.0,340.0,320.0,81.0,130.0,0,2023,2,8,2,0.8660254037844386,0.5000000000000001
28.0,510.0,-38.0,-155.0,-139.0,10210.0,9997.0,-100.0,21.0,65.0,48.0,84.0,80.0,100.0,40.0,72.0,1,2023,2,9,3,0.8660254037844386,0.5000000000000001
160.0,610.0,-21.0,-77.0,-72.0,10054.0,9824.0,-56.0,36.0,84.0,74.0,89.0,300.0,290.0,89.0,143.0,1,2023,2,10,4,0.8660254037844386,0.5000000000000001
0.0,610.0,-71.0,-121.0,-144.0,10183.0,9912.0,-106.0,37.0,66.0,50.0,81.0,320.0,310.0,72.0,112.0,0,2023,2,11,5,0.8660254037844386,0.5000000000000001
0.0,610.0,22.0,-77.0,-83.0,10183.0,9898.0,-39.0,31.0,63.0,52.0,75.0,250.0,240.0,76.0,112.0,0,2023,2,12,6,0.8660254037844386,0.5000000000000001
0.0,580.0,-5.0,-55.0,-89.0,10081.0,9854.0,-50.0,29.0,64.0,58.0,71.0,80.0,70.0,54.0,76.0,0,2023,2,13,0,0.8660254037844386,0.5000000000000001
13.0,580.0,-10.0,-105.0,-100.0,10132.0,9871.0,-72.0,24.0,71.0,55.0,84.0,330.0,320.0,58.0,89.0,1,2023,2,14,1,0.8660254037844386,0.5000000000000001
0.0,580.0,44.0,-149.0,-67.0,10135.0,9912.0,-44.0,26.0,78.0,65.0,89.0,180.0,180.0,76.0,121.0,1,2023,2,15,2,0.8660254037844386,0.5000000000000001
0.0,510.0,83.0,-38.0,-33.0,10081.0,9831.0,11.0,46.0,62.0,49.0,86.0,260.0,260.0,98.0,165.0,0,2023,2,16,3,0.8660254037844386,0.5000000000000001
356.0,460.0,-38.0,-171.0,-133.0,10091.0,9854.0,-100.0,52.0,76.0,53.0,85.0,360.0,360.0,94.0,143.0,1,2023,2,17,4,0.8660254037844386,0.5000000000000001
0.0,580.0,-66.0,-216.0,-172.0,10186.0,9942.0,-133.0,24.0,68.0,49.0,86.0,250.0,260.0,67.0,98.0,0,2023,2,18,5,0.8660254037844386,0.5000000000000001
0.0,560.0,11.0,-121.0,-89.0,10213.0,9976.0,-56.0,30.0,69.0,50.0,95.0,170.0,180.0,89.0,139.0,0,2023,2,19,6,0.8660254037844386,0.5000000000000001
0.0,530.0,61.0,-82.0,-22.0,10020.0,9793.0,6.0,40.0,71.0,60.0,79.0,330.0,320.0,107.0,148.0,0,2023,2,20,0,0.8660254037844386,0.5000000000000001
0.0,510.0,-60.0,-177.0,-194.0,10064.0,9821.0,-133.0,21.0,53.0,31.0,72.0,340.0,330.0,98.0,125.0,0,2023,2,21,1,0.8660254037844386,0.5000000000000001
5.0,510.0,-49.0,-166.0,-167.0,10163.0,9898.0,-106.0,43.0,57.0,40.0,80.0,300.0,280.0,81.0,130.0,1,2023,2,22,2,0.8660254037844386,0.5000000000000001
18.0,480.0,-116.0,-182.0,-222.0,10213.0,9970.0,-156.0,24.0,53.0,31.0,76.0,360.0,360.0,58.0,72.0,1,2023,2,23,3,0.8660254037844386,0.5000000000000001
36.0,530.0,-121.0,-188.0,-217.0,10210.0,9949.0,-167.0,45.0,58.0,45.0,76.0,360.0,340.0,89.0,116.0,1,2023,2,24,4,0.8660254037844386,0.5000000000000001
0.0,530.0,-116.0,-249.0,-250.0,10264.0,10024.0,-178.0,17.0,49.0,34.0,67.0,320.0,330.0,63.0,98.0,0,2023,2,25,5,0.8660254037844386,0.5000000000000001
0.0,530.0,-99.0,-266.0,-222.0,10142.0,9905.0,-178.0,9.0,65.0,46.0,82.0,360.0,70.0,31.0,45.0,0,2023,2,26,6,0.8660254037844386,0.5000000000000001
0.0,510.0,-60.0,-227.0,-200.0,10159.0,9909.0,-156.0,4.0,61.0,34.0,83.0,10.0,330.0,22.0,31.0,0,2023,2,27,0,0.8660254037844386,0.5000000000000001
30.0,510.0,-43.0,-210.0,-178.0,10176.0,9932.0,-128.0,26.0,62.0,40.0,84.0,160.0,170.0,76.0,103.0,1,2023,2,28,1,0.8660254037844386,0.5000000000000001
43.0,580.0,-10.0,-88.0,-94.0,10179.0,9936.0,-67.0,21.0,75.0,66.0,84.0,170.0,160.0,54.0,67.0,1,2023,3,1,2,1.0,6.123233995736766e-17
142.0,560.0,-27.0,-88.0,-72.0,10088.0,9861.0,-56.0,28.0,84.0,74.0,88.0,140.0,140.0,63.0,94.0,1,2023,3,2,3,1.0,6.123233995736766e-17
5.0,690.0,-38.0,-166.0,-139.0,10146.0,9892.0,-94.0,39.0,62.0,40.0,84.0,330.0,340.0,98.0,148.0,1,2023,3,3,4,1.0,6.123233995736766e-17
0.0,640.0,-10.0,-199.0,-156.0,10119.0,9878.0,-100.0,22.0,58.0,41.0,82.0,330.0,330.0,54.0,76.0,0,2023,3,4,5,1.0,6.123233995736766e-17
0.0,610.0,44.0,-121.0,-122.0,10088.0,9858.0,-56.0,55.0,47.0,31.0,64.0,310.0,300.0,139.0,215.0,0,2023,3,5,6,1.0,6.123233995736766e-17
8.0,560.0,-5.0,-32.0,-67.0,10017.0,9783.0,-33.0,78.0,71.0,64.0,78.0,310.0,320.0,130.0,206.0,1,2023,3,6,0,1.0,6.123233995736766e-17
15.0,530.0,39.0,-38.0,-50.0,10058.0,9810.0,-22.0,36.0,74.0,61.0,88.0,330.0,320.0,67.0,107.0,1,2023,3,7,1,1.0,6.123233995736766e-17
0.0,510.0,67.0,-5.0,-22.0,10159.0,9915.0,6.0,46.0,70.0,49.0,86.0,350.0,30.0,76.0,121.0,1,2023,3,8,2,1.0,6.123233995736766e-17
5.0,460.0,56.0,-10.0,-56.0,10179.0,9942.0,-6.0,38.0,60.0,32.0,82.0,70.0,320.0,67.0,98.0,1,2023,3,9,3,1.0,6.123233995736766e-17
0.0,430.0,11.0,-66.0,-72.0,10135.0,9898.0,-33.0,42.0,64.0,54.0,72.0,330.0,330.0,76.0,107.0,0,2023,3,10,4,1.0,6.123233995736766e-17
0.0,430.0,39.0,-82.0,-100.0,10139.0,9898.0,-50.0,22.0,57.0,37.0,77.0,360.0,10.0,54.0,63.0,0,2023,3,11,5,1.0,6.123233995736766e-17
0.0,430.0,67.0,-93.0,-83.0,10183.0,9939.0,-33.0,10.0,60.0,38.0,84.0,50.0,50.0,36.0,54.0,0,2023,3,12,6,1.0,6.123233995736766e-17
0.0,410.0,50.0,-55.0,-67.0,10179.0,9942.0,-17.0,22.0,60.0,46.0,78.0,150.0,140.0,58.0,76.0,0,2023,3,13,0,1.0,6.123233995736766e-17
3.0,410.0,50.0,-16.0,-72.0,10095.0,9871.0,-17.0,47.0,55.0,33.0,72.0,70.0,50.0,103.0,157.0,0,2023,3,14,1,1.0,6.123233995736766e-17
13.0,410.0,22.0,-21.0,-50.0,10037.0,9800.0,-22.0,60.0,71.0,59.0,85.0,20.0,50.0,125.0,188.0,1,2023,3,15,2,1.0,6.123233995736766e-17
0.0,380.0,44.0,-27.0,-61.0,10075.0,9837.0,-17.0,50.0,61.0,50.0,75.0,360.0,330.0,89.0,125.0,0,2023,3,16,3,1.0,6.123233995736766e-17
53.0,380.0,61.0,-66.0,-61.0,10071.0,9848.0,-17.0,27.0,64.0,41.0,96.0,170.0,200.0,89.0,134.0,1,2023,3,17,4,1.0,6.123233995736766e-17
25.0,430.0,56.0,-10.0,-17.0,10007.0,9773.0,6.0,33.0,77.0,61.0,97.0,240.0,180.0,63.0,89.0,1,2023,3,18,5,1.0,6.123233995736766e-17
0.0,380.0,-10.0,-66.0,-111.0,10017.0,9773.0,-56.0,61.0,55.0,39.0,75.0,240.0,250.0,116.0,188.0,0,2023,3,19,6,1.0,6.123233995736766e-17
0.0,360.0,22.0,-105.0,-106.0,10152.0,9898.0,-61.0,37.0,62.0,50.0,75.0,250.0,250.0,94.0,143.0,0,2023,3,20,0,1.0,6.123233995736766e-17
66.0,330.0,44.0,-88.0,-61.0,10230.0,9980.0,-39.0,19.0,79.0,52.0,96.0,320.0,330.0,72.0,107.0,1,2023,3,21,1,1.0,6.123233995736766e-17
0.0,410.0,6.0,-116.0,-133.0,10288.0,10044.0,-78.0,28.0,54.0,36.0,80.0,330.0,320.0,54.0,72.0,0,2023,3,22,2,1.0,6.123233995736766e-17
132.0,380.0,-16.0,-66.0,-67.0,10132.0,9919.0,-44.0,27.0,83.0,50.0,96.0,140.0,160.0,72.0,130.0,1,2023,3,23,3,1.0,6.123233995736766e-17
0.0,510.0,17.0,-38.0,-44.0,10105.0,9848.0,-22.0,45.0,78.0,69.0,92.0,330.0,320.0,76.0,112.0,0,2023,3,24,4,1.0,6.123233995736766e-17
5.0,460.0,11.0,-99.0,-78.0,10203.0,9966.0,-39.0,21.0,68.0,52.0,88.0,150.0,150.0,67.0,98.0,1,2023,3,25,5,1.0,6.123233995736766e-17
203.0,510.0,0.0,-27.0,-22.0,10085.0,9854.0,-17.0,22.0,92.0,87.0,96.0,100.0,100.0,58.0,94.0,1,2023,3,26,6,1.0,6.123233995736766e-17
0.0,640.0,33.0,-21.0,-17.0,10149.0,9902.0,-6.0,6.0,86.0,76.0,96.0,10.0,310.0,31.0,40.0,1,2023,3,27,0,1.0,6.123233995736766e-17
0.0,510.0,28.0,-10.0,-28.0,10166.0,9929.0,-6.0,24.0,76.0,65.0,92.0,330.0,330.0,45.0,63.0,0,2023,3,28,1,1.0,6.123233995736766e-17
0.0,480.0,44.0,-38.0,-61.0,10156.0,9919.0,-17.0,21.0,62.0,45.0,84.0,150.0,170.0,54.0,76.0,0,2023,3,29,2,1.0,6.123233995736766e-17
33.0,460.0,0.0,-66.0,-89.0,10125.0,9881.0,-56.0,51.0,70.0,52.0,89.0,320.0,290.0,94.0,152.0,1,2023,3,30,3,1.0,6.123233995736766e-17
0.0,460.0,39.0,-66.0,-128.0,10196.0,9959.0,-50.0,37.0,42.0,30.0,57.0,300.0,350.0,98.0,161.0,0,2023,3,31,4,1.0,6.123233995736766e-17
28.0,430.0,22.0,-5.0,-17.0,9993.0,9787.0,0.0,42.0,87.0,56.0,100.0,160.0,300.0,72.0,103.0,1,2023,4,1,5,0.8660254037844387,-0.4999999999999998
0.0,460.0,17.0,-93.0,-122.0,10047.0,9787.0,-56.0,65.0,51.0,31.0,82.0,330.0,310.0,130.0,183.0,0,2023,4,2,6,0.8660254037844387,-0.4999999999999998
0.0,460.0,44.0,-121.0,-94.0,10146.0,9909.0,-44.0,35.0,57.0,36.0,73.0,220.0,210.0,94.0,148.0,0,2023,4,3,0,0.8660254037844387,-0.4999999999999998
0.0,460.0,56.0,-49.0,-44.0,10190.0,9936.0,-6.0,37.0,66.0,44.0,89.0,330.0,320.0,81.0,125.0,0,2023,4,4,1,0.8660254037844387,-0.4999999999999998
56.0,430.0,6.0,-77.0,-94.0,10305.0,10064.0,-56.0,21.0,68.0,39.0,96.0,170.0,330.0,63.0,98.0,1,2023,4,5,2,0.8660254037844387,-0.4999999999999998
0.0,460.0,39.0,-10.0,0.0,10176.0,9946.0,6.0,43.0,91.0,73.0,97.0,170.0,170.0,81.0,121.0,1,2023,4,6,3,0.8660254037844387,-0.4999999999999998
10.0,430.0,44.0,-49.0,-72.0,10159.0,9909.0,-22.0,60.0,59.0,40.0,85.0,320.0,300.0,107.0,174.0,1,2023,4,7,4,0.8660254037844387,-0.4999999999999998
0.0,410.0,6.0,-93.0,-133.0,10261.0,10014.0,-61.0,40.0,49.0,33.0,62.0,300.0,310.0,94.0,139.0,0,2023,4,8,5,0.8660254037844387,-0.4999999999999998
0.0,410.0,78.0,-71.0,-94.0,10274.0,10034.0,-22.0,28.0,46.0,26.0,74.0,250.0,260.0,63.0,103.0,0,2023,4,9,6,0.8660254037844387,-0.4999999999999998
0.0,380.0,156.0,-21.0,-61.0,10207.0,9973.0,22.0,35.0,40.0,24.0,56.0,240.0,250.0,89.0,130.0,0,2023,4,10,0,0.8660254037844387,-0.4999999999999998
0.0,280.0,144.0,56.0,11.0,10058.0,9844.0,56.0,31.0,57.0,40.0,77.0,250.0,240.0,98.0,152.0,1,2023,4,11,1,0.8660254037844387,-0.4999999999999998
0.0,200.0,89.0,6.0,-11.0,10020.0,9776.0,28.0,52.0,63.0,52.0,76.0,300.0,300.0,107.0,165.0,0,2023,4,12,2,0.8660254037844387,-0.4999999999999998
0.0,150.0,172.0,-32.0,-6.0,10054.0,9827.0,44.0,24.0,59.0,32.0,89.0,210.0,230.0,58.0,81.0,0,2023,4,13,3,0.8660254037844387,-0.4999999999999998
